amount,transaction_hour,is_new_receiver,is_new_device,location_change,failed_transactions,transaction_frequency,account_age_days,is_fraud
1345.43,11,0,0,0,2,12,707,0
6850.89,23,1,0,0,0,16,397,1
459.62,15,0,0,0,1,23,333,0
196.79,14,0,0,0,1,11,177,0
1797.87,18,0,0,0,0,11,668,0
3736.33,12,0,0,0,2,11,272,0
12172.12,3,0,0,0,1,8,339,0
7803.42,6,0,0,0,1,10,280,0
8155.23,9,0,1,0,0,9,309,0
3335.46,14,1,0,0,0,5,681,0
2557.29,21,1,0,0,0,8,785,0
2792.11,12,0,0,0,1,9,629,0
26374.38,12,0,0,1,0,10,699,1
255.61,15,1,0,0,0,6,475,0
12115.86,17,0,0,0,0,8,914,0
5196.11,17,0,0,0,0,8,520,0
3474.09,23,1,0,0,1,11,34,1
7761.53,21,1,0,0,1,4,507,0
4011.01,17,0,0,0,0,6,448,0
12411.44,10,0,0,1,0,5,857,0
13867.77,9,0,0,0,0,11,176,0
3296.19,2,1,0,0,0,14,710,1
1954.65,22,1,0,0,1,17,346,0
5394.08,19,0,0,0,0,9,425,0
14617.34,18,1,1,0,0,11,530,1
1429.37,22,0,0,0,1,11,969,0
5862.53,10,0,0,1,4,11,244,1
6000.87,18,1,0,0,5,5,256,1
7935.58,10,0,0,0,3,9,29,0
856.39,20,0,0,0,1,2,611,0
7558.99,16,0,0,1,1,5,292,0
14393.52,6,0,0,0,1,9,27,0
1198.39,17,0,0,1,2,4,104,0
1637.26,11,0,0,0,3,8,576,0
21335.06,23,1,0,0,0,18,263,1
1207.86,14,0,0,0,0,8,502,0
11570.74,19,1,0,1,0,10,178,1
4076.93,6,0,0,0,1,14,154,0
1713.98,10,0,1,0,1,10,111,1
12286.04,19,0,0,0,2,2,623,0
3546.02,11,1,0,0,0,7,264,0
4349.38,22,0,0,0,0,6,245,0
2680.54,21,0,0,1,4,6,421,0
5402.93,15,1,0,0,0,8,758,0
1081.34,1,0,0,0,0,18,755,0
2986.43,6,1,1,0,1,11,658,1
20932.95,10,1,0,0,0,6,940,0
1801.52,0,0,0,0,0,6,627,0
6425.54,2,0,0,1,0,13,413,1
2369.95,9,0,0,1,0,4,181,0
8919.35,20,0,0,0,0,2,986,0
851.6,11,1,0,0,0,9,29,0
21013.66,11,1,0,0,0,8,377,0
3638.51,11,0,0,0,0,14,293,0
1625.52,15,0,0,1,1,9,982,0
468.03,7,0,0,0,0,4,16,0
1126.23,18,0,0,0,0,7,515,0
4410.99,12,0,0,0,0,7,485,0
2475.91,12,0,0,0,0,21,756,0
10602.46,22,0,0,0,0,7,279,0
3392.06,5,0,1,1,0,5,824,1
1725.82,8,0,0,0,4,13,268,0
5770.59,7,0,0,1,2,3,33,0
7370.94,15,1,0,0,0,13,931,0
1106.63,15,0,0,0,0,12,553,0
1110.79,3,1,0,0,0,14,398,1
234.16,0,0,0,0,0,8,561,0
8009.98,8,1,0,0,1,11,624,0
6550.38,19,1,0,0,0,5,472,0
3871.93,20,0,0,0,2,17,818,0
11163.95,8,0,1,0,3,2,794,1
9839.19,18,1,0,0,0,5,202,0
5291.99,21,0,1,0,0,2,300,0
12172.06,19,1,1,1,0,14,709,1
1392.83,20,1,0,1,0,10,627,1
722.16,16,0,0,0,3,8,151,0
1896.21,15,0,0,0,0,2,914,0
362.69,7,0,0,0,0,14,651,0
4555.08,22,1,0,0,1,17,328,1
16560.29,7,0,0,0,0,9,225,0
250.83,8,0,0,0,0,14,575,0
791.4,9,0,0,0,0,10,134,0
3621.06,11,0,0,0,1,5,173,0
16307.25,12,0,0,0,0,6,892,0
2290.15,16,0,0,0,1,14,783,0
4256.34,7,0,0,0,0,1,835,0
264.77,19,0,0,0,0,4,141,0
973.43,17,1,0,0,0,4,891,0
25898.51,5,0,0,0,4,11,785,1
20144.83,10,1,0,1,0,9,90,1
39.71,10,1,0,0,0,3,113,0
18205.84,10,0,0,0,3,10,715,1
6125.26,17,0,0,0,4,2,876,0
12156.01,19,0,0,0,1,15,99,0
3648.95,13,0,0,0,0,3,70,0
4359.02,13,0,0,0,0,15,359,0
4036.51,20,1,0,0,0,5,692,0
6605.23,7,0,0,0,1,5,860,0
912.5,21,1,0,0,0,7,287,0
192.59,18,0,0,0,0,4,419,0
2218.41,23,0,0,0,0,14,916,0
7328.19,12,1,0,0,0,2,19,0
1362.78,23,0,1,0,1,18,781,1
6724.71,10,0,1,0,1,5,516,0
21031.78,7,0,0,0,1,5,518,0
601.64,15,0,0,0,0,8,940,0
6709.47,19,0,0,1,2,16,875,0
3529.23,8,0,0,0,0,9,505,0
12166.19,7,0,0,0,0,9,509,0
1179.89,1,0,0,0,0,11,763,0
7088.14,6,1,0,0,0,9,714,0
10935.23,23,0,0,0,0,13,362,0
17370.59,11,0,1,0,0,9,999,0
6907.82,18,0,0,0,3,2,759,0
4135.08,15,0,0,0,2,5,695,0
5781.61,5,0,0,0,0,14,69,0
12201.0,1,0,0,1,0,16,183,1
5082.33,6,0,0,0,0,5,172,0
195.15,9,0,0,0,0,13,696,0
16047.43,14,0,1,0,0,3,351,0
7027.95,6,1,0,0,0,19,503,0
6781.59,12,0,0,0,1,6,640,0
1467.59,22,0,0,1,0,18,573,0
6463.22,13,0,0,0,0,17,739,0
3013.91,14,0,0,0,1,7,351,0
6330.11,10,1,0,0,1,9,938,0
686.28,8,0,0,0,0,4,121,0
6444.95,23,1,0,0,0,6,106,0
44660.34,9,0,0,0,3,10,542,1
306.48,19,0,0,0,1,8,998,0
22689.18,11,1,0,1,0,5,184,1
3144.43,8,0,1,0,0,6,975,0
12286.2,20,1,0,1,0,6,268,0
9160.18,21,0,0,0,0,12,294,0
5032.33,7,0,0,0,0,7,148,0
8056.76,14,0,0,0,0,8,273,0
12657.81,22,0,0,0,1,3,237,0
3116.5,21,0,0,0,0,4,510,0
2386.36,21,0,0,0,0,14,391,0
6618.38,3,0,0,0,0,5,520,0
9906.75,13,0,0,0,0,8,413,0
8630.1,21,0,0,0,0,19,639,0
9601.39,16,1,0,1,0,4,660,0
3441.77,20,0,0,0,1,13,32,0
10227.03,7,0,0,0,0,11,232,0
778.43,11,0,1,1,1,5,556,1
4728.01,11,1,0,0,1,8,586,0
44.65,22,0,0,0,0,5,205,0
2364.58,14,1,0,0,1,9,914,0
2748.61,11,1,0,1,4,4,922,1
3036.8,17,0,0,0,0,12,235,0
7143.86,18,0,0,0,2,9,440,0
2961.61,10,1,0,0,0,3,445,0
3582.79,8,0,0,1,0,13,932,1
1637.26,15,0,0,1,0,8,140,1
2813.26,2,1,0,0,1,7,698,0
1556.95,8,0,1,1,0,6,494,1
466.08,14,1,0,0,1,11,73,1
5559.7,15,1,0,0,1,10,323,0
6629.57,16,0,0,1,0,15,915,0
5807.46,10,0,0,0,0,18,807,0
3746.07,14,0,0,0,0,8,120,0
2876.14,10,0,0,0,0,1,127,0
11951.28,6,1,0,0,2,4,102,0
4402.35,7,1,0,1,0,4,230,0
3924.13,11,0,0,1,0,5,442,0
165.86,0,0,0,0,0,4,216,0
2514.45,17,0,0,1,2,2,603,0
2880.11,22,1,0,0,0,6,875,0
3063.19,9,0,0,0,5,6,138,0
5217.47,17,1,0,0,1,15,460,0
4586.3,14,0,0,0,2,7,874,0
5627.51,20,1,0,0,0,12,658,0
8696.04,10,0,0,0,0,12,869,0
10069.42,14,0,0,0,0,21,364,0
7607.71,13,0,1,0,0,10,370,0
18686.79,11,1,1,0,1,1,381,1
120.41,4,0,1,0,0,2,687,0
1317.28,4,0,0,0,0,3,51,0
55.55,12,0,0,0,0,16,807,0
6265.8,14,0,0,0,0,3,833,0
13708.49,17,0,0,0,0,4,36,0
1684.18,3,0,0,0,0,16,983,0
15716.61,23,0,0,1,1,9,709,1
382.96,1,0,0,0,0,15,510,0
16358.37,18,0,0,0,0,3,204,0
2609.69,7,1,0,1,0,5,208,0
651.64,22,0,0,0,0,5,133,0
4001.7,6,0,0,1,1,12,208,0
1790.55,2,0,0,0,1,6,131,0
2021.77,0,0,0,0,0,6,424,0
2212.86,14,0,0,0,0,9,563,0
9758.1,12,1,1,0,0,11,375,1
4658.24,19,1,0,1,2,4,785,1
2247.76,23,0,0,1,1,14,267,1
5664.79,6,0,0,1,0,17,46,0
7565.87,10,0,0,1,3,7,995,0
1919.87,20,1,1,1,0,13,575,1
3212.0,17,1,0,0,1,7,497,0
789.87,17,0,0,1,4,7,932,0
1209.12,10,0,0,0,0,1,915,0
6867.6,8,1,0,0,0,5,716,0
1211.24,20,0,1,0,1,5,809,0
4478.71,7,0,0,1,0,8,642,0
7417.55,10,1,0,0,2,1,27,0
688.19,16,0,0,1,0,6,284,0
5036.43,19,0,1,0,1,3,862,0
1788.83,15,1,1,0,0,5,61,0
19779.18,13,0,0,1,0,2,638,0
3974.61,20,0,0,0,2,9,421,1
9849.15,15,0,0,1,1,9,714,0
4804.07,9,0,1,0,0,11,35,0
276.3,13,0,0,0,0,3,275,0
6026.84,17,0,0,1,1,10,827,1
18155.2,12,0,0,0,2,6,309,0
5531.97,16,1,0,0,1,15,210,1
10271.81,3,0,0,0,0,13,485,1
12945.68,10,1,0,0,0,3,579,0
1563.24,15,0,1,0,2,7,658,0
1439.88,15,1,0,0,1,8,597,0
5674.76,14,0,0,1,0,12,974,0
3186.26,22,0,0,0,0,9,803,0
11000.29,21,0,0,0,0,11,872,0
13826.9,17,0,1,1,1,7,690,0
2626.36,13,0,0,1,1,8,887,0
1631.97,14,0,0,0,2,8,168,0
9109.12,16,1,0,0,0,5,871,0
1937.9,17,1,0,0,0,7,882,0
10386.57,11,1,1,0,2,7,569,1
3317.16,16,0,0,0,0,9,298,0
6617.59,14,1,1,0,0,17,470,1
612.47,21,1,0,0,0,10,105,0
5876.75,18,0,0,0,3,3,291,0
3616.34,6,0,0,0,0,9,713,0
5310.16,14,0,0,0,0,9,848,0
1113.64,18,0,0,0,0,8,595,0
8020.73,1,0,0,1,0,9,579,0
11927.77,21,0,0,0,0,4,94,0
1475.74,18,0,0,0,0,6,444,0
613.66,18,0,0,0,2,13,664,0
153.53,13,0,0,0,0,9,374,0
6172.86,6,1,0,0,0,7,769,0
5615.11,6,1,0,0,2,10,178,0
4757.17,2,1,0,0,0,21,586,1
1593.38,12,0,0,1,0,6,863,1
2984.7,22,0,0,0,0,5,638,0
5425.46,23,0,0,0,1,5,488,0
4130.21,12,0,0,0,1,13,55,0
26440.8,18,0,0,0,0,2,184,0
890.15,21,0,0,0,0,6,104,0
7137.51,19,1,0,0,1,3,150,0
3118.3,22,0,0,0,0,9,343,0
3363.79,0,0,0,0,1,20,278,0
7596.54,11,0,0,0,0,14,363,0
7084.44,7,0,0,0,0,10,449,0
28446.32,7,0,0,0,0,7,453,0
834.51,9,0,0,1,0,4,794,0
669.62,6,0,0,0,0,7,957,0
7741.5,16,0,0,0,0,11,209,0
5192.0,8,0,0,1,0,10,640,0
1932.56,22,0,0,0,0,5,482,0
506.5,20,0,0,0,0,3,949,0
547.31,8,1,0,0,0,6,880,0
13486.71,9,0,0,0,1,11,479,0
1288.17,16,0,0,1,3,5,418,0
2353.8,21,0,1,0,0,3,590,0
1552.19,10,0,0,0,0,3,640,0
2641.0,5,0,0,0,0,17,908,0
441.71,11,0,0,0,0,13,740,0
4402.07,18,0,0,0,1,11,335,0
430.04,8,0,1,0,0,10,771,0
9677.33,16,0,0,0,1,11,841,0
1607.18,17,1,0,0,0,8,522,0
4669.33,17,1,0,0,0,12,837,0
12735.54,20,0,0,1,2,2,642,0
6323.99,0,0,0,1,0,12,730,1
4578.01,2,0,0,1,0,6,838,0
2362.34,19,0,0,0,0,5,237,0
2439.81,21,0,0,0,5,9,134,0
6652.65,5,0,0,0,0,13,325,0
30846.98,7,1,0,0,0,18,430,1
6515.4,1,0,0,0,1,5,348,0
4905.73,23,0,0,0,0,8,83,0
7880.47,10,0,0,0,2,4,792,0
3765.24,21,0,0,0,0,1,165,0
382.16,15,1,0,0,4,11,730,1
4967.29,23,0,0,0,1,5,207,0
18977.22,5,1,0,0,0,22,656,1
1166.43,7,0,1,0,0,5,948,0
7037.19,15,0,0,0,3,8,607,0
1355.87,15,1,0,0,1,7,492,0
4615.0,18,0,0,0,0,4,116,0
620.05,19,0,0,0,1,3,366,0
3601.07,20,0,0,0,0,8,946,0
8477.54,20,0,0,0,0,13,285,0
2572.32,14,0,0,0,0,8,755,0
6570.17,9,1,0,1,0,6,55,0
9531.66,22,1,0,0,0,7,470,0
15728.41,2,0,0,0,0,6,311,0
1614.47,11,0,0,0,1,4,423,0
3068.12,18,0,0,0,0,20,697,0
1002.19,13,1,0,0,0,6,19,0
29353.93,5,1,0,0,2,17,646,1
15713.85,12,0,0,0,0,2,690,0
4668.61,0,0,0,0,0,12,547,0
11082.23,11,0,0,0,1,6,630,0
4425.8,23,0,1,0,1,7,512,1
5872.39,8,0,0,0,0,8,767,0
570.09,18,0,1,1,0,6,939,0
8455.61,16,0,0,0,0,6,241,0
829.82,10,1,0,0,2,4,56,0
10504.53,7,1,1,0,0,4,292,0
9150.33,20,1,0,0,0,3,527,0
7411.33,11,0,1,0,2,14,805,1
230.98,6,0,0,1,0,2,182,0
2176.92,22,0,1,0,0,8,619,0
1841.92,15,0,0,0,0,5,721,0
2689.0,3,0,0,1,0,17,637,1
560.34,13,1,1,1,1,6,8,0
16593.71,18,0,0,0,0,30,525,0
4851.96,10,1,0,0,0,15,976,0
2197.59,21,1,0,0,0,10,325,0
3044.84,20,1,0,0,0,4,960,0
3566.58,20,1,1,1,3,8,691,1
5516.67,15,0,0,0,1,7,664,0
4360.05,17,1,0,0,0,6,474,0
15118.94,18,0,0,0,0,6,595,0
4132.56,9,1,0,0,0,13,67,0
29099.58,11,0,0,0,0,11,520,0
11449.99,18,0,0,1,5,11,26,1
1413.03,5,0,0,0,1,8,558,0
16016.8,8,0,0,0,0,8,488,0
752.28,2,0,1,0,0,10,735,1
10214.38,17,0,0,0,0,7,733,0
2884.25,15,1,0,0,0,24,351,0
12631.14,12,0,0,0,0,10,83,0
12162.3,15,0,0,0,0,9,175,0
9847.08,11,0,0,0,0,9,148,0
9374.76,23,0,0,0,0,10,45,0
2190.29,1,0,0,0,0,8,982,0
516.29,19,0,0,0,3,9,413,0
3104.83,9,0,0,0,3,4,685,0
1153.51,20,0,0,0,0,13,11,0
7133.7,12,0,0,0,0,3,513,0
2558.8,11,0,0,0,0,5,649,0
22291.54,13,0,1,1,2,9,722,1
6156.13,11,1,0,0,3,14,257,1
10382.05,10,0,1,0,2,3,453,0
863.01,19,0,0,0,1,8,55,0
11893.64,13,0,0,1,0,11,495,0
15374.81,22,0,0,0,0,3,972,0
4015.6,9,0,1,0,0,11,988,0
5602.28,6,0,0,0,0,13,536,0
8694.16,13,0,1,0,0,6,229,0
1163.06,10,1,0,0,1,8,120,0
4199.76,4,0,0,1,1,8,286,1
3061.6,13,1,0,1,0,5,211,0
959.57,4,0,1,0,2,9,167,0
2758.78,14,0,0,0,0,17,40,0
433.64,21,1,0,0,2,16,315,1
166.91,12,1,0,0,2,5,240,0
881.31,15,0,0,0,0,4,309,0
19809.72,17,1,0,0,0,6,85,0
4794.78,15,0,0,0,0,8,279,0
20267.07,20,0,0,0,1,10,754,0
3409.06,14,0,0,0,0,11,771,0
2252.2,11,0,1,0,3,7,201,0
4243.04,13,1,0,0,0,1,142,0
3483.68,6,0,0,0,1,10,543,0
680.05,19,0,1,0,4,7,759,1
6153.7,22,1,0,0,1,5,518,0
1470.37,20,0,0,1,0,10,897,0
5809.0,12,0,0,0,0,8,459,0
6312.38,11,0,0,0,0,11,695,0
999.42,22,0,0,0,0,7,236,0
389.87,8,1,0,0,0,9,469,0
9115.57,5,0,0,0,0,10,630,0
3704.9,6,0,0,0,1,6,274,0
369.54,13,0,1,0,0,16,344,0
31641.59,0,0,0,0,1,5,122,0
367.1,22,0,0,0,0,5,326,0
7135.35,0,1,0,0,0,25,751,1
24701.79,14,0,0,0,0,6,546,0
1650.15,12,0,0,0,0,9,200,0
930.65,23,0,0,0,0,3,657,0
786.45,8,0,0,0,0,5,287,0
2178.19,11,0,0,1,4,9,606,0
649.14,21,0,0,0,0,8,380,0
7079.08,19,1,0,0,0,6,734,0
395.9,22,0,0,0,0,9,258,0
4283.03,21,0,0,0,2,8,669,0
34287.28,10,1,0,1,1,8,656,1
10101.09,13,0,0,0,1,9,837,0
5740.49,7,0,0,0,0,7,198,0
2203.89,18,0,0,0,0,9,82,0
5877.33,13,0,0,0,0,4,77,0
4502.49,6,1,0,0,2,7,931,0
3341.63,12,0,1,0,0,4,442,0
850.47,22,1,1,0,0,7,900,0
13071.23,11,0,0,0,0,2,264,0
3594.67,19,0,0,0,0,10,289,0
1308.67,20,0,0,1,0,12,438,0
2760.91,12,0,0,0,0,12,331,0
3217.94,10,0,0,0,0,7,135,0
10555.47,19,0,0,1,5,4,25,1
7946.86,16,1,1,0,0,6,403,0
8809.95,14,0,0,0,0,18,954,0
76.56,12,0,0,0,0,7,316,0
3238.71,22,0,0,0,2,19,707,0
3949.09,10,0,0,0,0,3,874,0
126.27,23,0,0,0,0,9,420,0
1815.12,7,0,0,0,0,8,193,0
8579.95,11,0,0,0,0,8,103,0
894.81,14,1,0,0,0,8,571,0
4608.31,23,0,0,0,0,20,490,0
1463.97,16,0,0,0,1,3,483,0
83.17,22,0,0,0,1,6,757,0
1666.11,17,0,0,0,2,5,523,0
22356.73,7,0,1,1,0,12,302,1
9712.92,15,0,0,0,0,8,92,0
19260.09,20,0,0,0,3,2,71,0
4024.87,10,1,0,0,1,13,78,0
707.42,19,0,1,0,0,4,341,0
4773.9,14,0,0,0,0,7,262,0
3644.97,11,0,0,0,3,12,484,0
11171.15,20,1,0,0,0,3,993,0
629.39,8,0,1,1,2,3,647,1
4029.41,17,1,0,0,0,4,957,0
985.46,7,1,0,0,0,9,828,1
2365.38,23,0,0,0,0,5,159,0
8031.76,18,1,0,0,0,8,114,0
3887.79,14,0,0,0,0,3,219,0
2838.56,11,0,0,0,2,12,23,0
3019.97,14,0,0,1,1,13,897,0
3700.97,13,0,1,0,1,10,681,1
9233.17,19,0,0,0,0,17,346,0
13368.45,15,0,0,0,0,12,36,0
18661.35,19,0,0,0,0,3,185,0
9286.06,18,1,0,0,3,14,547,1
2283.58,14,0,0,0,0,6,50,0
7001.1,23,0,0,0,0,11,879,0
3463.28,3,1,0,0,5,17,821,1
1773.57,22,0,0,1,0,17,451,0
11038.26,21,0,0,0,2,13,246,0
245.1,10,1,0,0,2,8,724,0
13932.17,0,0,1,1,0,8,948,1
3723.56,17,0,1,1,0,3,170,0
6093.45,18,0,1,0,4,12,149,1
6471.47,7,1,0,0,0,10,158,0
13539.5,16,0,0,0,0,7,765,0
6084.66,10,0,1,0,0,10,575,0
5720.48,12,1,0,0,0,14,38,0
423.86,21,0,0,1,1,9,42,0
4393.95,18,1,0,0,3,9,890,0
986.31,10,1,0,0,3,12,606,1
8033.51,14,1,0,0,3,10,26,1
4317.37,21,1,0,1,0,2,774,0
6850.88,12,0,0,0,1,4,471,0
265.4,6,1,0,0,0,5,903,0
541.62,6,0,0,0,0,4,895,0
7569.52,10,0,0,0,1,4,93,0
458.89,12,0,0,0,0,2,492,0
453.54,19,1,0,0,3,12,404,1
83.09,17,0,0,0,0,9,459,0
18820.16,17,1,0,0,1,14,134,1
8035.22,20,0,0,1,0,10,724,0
2624.79,20,1,0,1,0,14,690,1
2120.43,15,1,0,0,0,17,539,0
2591.96,17,0,0,0,0,4,222,0
8950.7,21,0,0,0,0,7,80,0
6507.09,12,0,0,1,3,13,944,1
1238.84,12,0,0,0,1,23,417,0
1157.76,13,0,0,0,0,5,207,0
631.48,23,0,0,0,0,4,480,0
6488.2,22,0,0,0,0,5,341,0
8683.02,9,0,1,0,0,10,995,0
1857.69,2,0,1,0,0,3,950,0
137.0,19,0,0,0,0,12,104,0
524.47,12,1,0,0,1,10,641,0
20635.93,22,0,1,0,0,23,154,1
2111.13,17,0,1,1,0,4,116,0
8807.82,15,0,0,0,0,5,740,0
5889.6,13,0,0,0,0,9,475,0
2897.01,7,1,0,0,1,21,630,1
1391.67,9,0,0,1,0,15,593,0
786.46,17,0,0,0,0,5,448,0
5737.27,6,1,0,0,0,2,316,0
8950.17,9,0,0,0,2,15,783,0
6205.33,0,0,1,1,1,9,751,1
4543.99,21,0,0,0,0,9,662,0
267.14,7,0,0,0,0,6,794,0
20754.47,8,1,0,0,0,11,649,1
9628.18,15,0,0,0,0,8,33,0
2088.84,13,1,1,0,5,6,572,1
23473.24,7,1,0,1,0,8,699,1
5536.03,18,0,0,0,2,10,523,0
5249.71,20,0,0,1,0,11,915,0
8281.7,6,0,0,0,0,8,508,0
10030.54,19,0,0,1,4,15,661,1
6421.04,22,0,0,0,0,5,170,0
832.45,15,0,0,0,0,4,770,0
2487.36,21,0,0,0,3,6,11,0
15803.51,2,1,0,0,3,8,691,1
1536.38,14,0,1,0,2,13,754,1
2802.89,15,0,0,0,2,6,703,0
3404.62,23,1,1,0,1,7,388,1
3482.54,8,0,0,0,0,4,904,0
5705.05,16,0,1,0,1,5,47,0
17206.21,16,0,0,0,4,7,265,0
1662.09,20,0,0,1,0,6,744,0
787.25,8,0,0,1,0,12,170,0
1329.92,12,0,0,0,0,15,170,0
13088.22,23,0,0,0,1,4,129,0
6237.54,14,1,0,0,0,6,985,0
2030.45,22,0,1,0,1,3,133,0
10165.19,8,0,0,0,0,18,112,0
11865.68,0,0,1,0,0,10,718,1
11254.89,11,0,0,0,0,4,98,0
15084.4,11,0,0,0,0,8,585,0
1754.05,6,1,0,0,0,12,830,0
8450.01,8,0,0,1,0,12,482,0
3713.11,0,0,0,0,0,6,112,0
11080.91,13,0,0,0,0,21,17,0
7832.55,11,0,0,0,0,30,611,0
8998.65,8,0,0,0,0,8,358,0
6415.51,14,0,0,0,4,10,163,0
1181.92,4,0,0,0,1,7,102,0
4735.1,10,0,0,0,2,5,883,0
25077.56,6,0,0,0,0,5,704,0
16634.8,21,0,0,0,0,10,111,0
274.8,8,0,0,0,0,3,986,0
1090.61,7,1,1,0,1,20,626,1
857.51,9,0,0,0,0,4,418,0
7777.32,16,1,0,0,1,5,372,0
10225.42,22,0,0,0,0,9,382,0
1451.06,14,0,1,0,0,18,243,0
4239.53,17,0,0,0,0,10,376,0
11031.91,18,0,0,0,1,30,689,0
7928.58,9,0,1,1,0,4,966,0
4698.42,4,0,0,1,0,8,358,0
5364.68,16,1,0,0,3,16,197,1
4270.06,18,0,0,0,1,7,12,0
2129.07,18,0,0,0,0,7,782,0
5004.76,8,0,0,0,0,5,266,0
7015.56,19,1,0,0,0,5,414,0
12406.68,8,0,0,0,0,4,459,0
6078.41,9,0,1,0,1,12,332,0
8600.8,17,1,0,0,0,8,936,0
1056.63,9,0,0,0,2,6,411,0
3724.45,20,0,0,0,0,6,961,0
66.25,12,0,0,1,0,7,701,0
1709.58,23,1,0,0,4,12,604,1
7787.88,15,1,0,0,0,5,949,0
28839.01,11,1,0,1,2,12,148,1
636.69,15,0,0,0,1,3,664,0
3089.92,7,1,1,0,0,5,27,1
9668.76,15,0,0,0,0,8,202,0
1379.21,7,0,1,0,0,7,347,0
4869.23,7,0,0,0,3,3,418,0
7934.64,21,0,0,0,0,8,362,0
5752.45,0,0,0,0,0,7,407,0
1259.71,12,0,0,0,0,21,16,0
2644.61,9,1,0,0,0,15,178,0
9199.08,17,0,0,1,0,11,536,0
4857.67,18,0,1,0,0,10,320,0
41.46,19,1,0,0,5,5,219,0
8597.52,17,0,0,0,0,9,699,0
225.7,9,0,0,0,0,8,805,0
8226.24,14,0,0,0,1,4,76,0
1367.49,23,0,1,0,1,5,610,1
19041.02,10,0,0,1,0,16,481,1
2762.63,17,0,0,1,0,13,697,0
2385.45,2,1,0,0,0,13,354,1
977.27,23,0,0,0,0,8,236,0
2198.28,23,0,0,0,1,5,779,0
12566.41,19,0,0,1,0,4,637,0
33662.48,16,0,0,1,1,6,225,0
2766.13,16,0,0,0,0,4,540,0
3581.88,21,1,0,0,1,14,971,1
7692.34,5,0,0,0,0,11,743,0
13049.65,14,0,0,0,3,13,95,1
5404.31,16,1,0,1,0,6,222,0
2990.8,11,0,1,0,1,10,918,1
3202.52,22,0,0,0,0,4,136,0
7146.83,10,0,1,0,0,6,495,0
29.34,17,0,1,1,2,5,186,1
5809.02,15,1,0,0,0,5,259,0
2645.62,13,0,0,0,0,8,147,0
9495.02,7,0,0,0,1,11,854,0
595.62,13,0,0,1,1,4,742,0
5333.34,19,1,0,0,0,13,707,0
3944.79,16,1,0,1,0,16,790,1
6178.79,8,0,0,1,0,12,269,0
412.31,21,0,0,0,2,7,625,0
5214.77,8,0,1,0,0,13,673,0
4956.16,13,0,0,0,1,10,655,0
4944.89,22,1,1,0,0,6,197,0
5560.29,8,1,0,0,0,10,628,0
6780.74,6,1,0,0,0,8,267,0
9818.2,7,0,0,0,1,15,802,0
1896.79,13,1,1,0,0,6,350,0
10469.51,22,1,0,0,0,8,189,0
4147.99,23,0,0,0,0,3,579,0
491.14,16,0,1,0,0,10,304,0
372.01,12,1,0,0,0,9,507,0
2450.94,11,0,0,1,0,2,769,0
9229.83,11,1,1,0,1,16,861,1
7389.46,23,0,1,0,0,11,918,1
9334.44,0,0,0,0,0,6,890,0
4379.77,19,1,0,0,4,2,94,1
3491.04,23,0,1,0,0,12,53,1
967.16,10,1,1,0,3,11,170,1
2396.7,8,0,0,1,0,2,32,0
3425.17,21,0,0,0,0,8,998,0
566.64,19,0,0,0,0,7,118,0
1505.48,9,0,0,0,0,9,930,0
5481.18,20,0,0,1,0,5,907,0
7993.19,15,1,0,0,0,10,238,0
38442.84,11,0,0,1,1,4,648,0
16238.53,13,0,0,0,0,9,463,0
6182.81,15,0,0,0,0,11,142,0
3291.29,16,0,0,1,0,8,38,0
6076.53,14,1,0,0,1,1,366,0
9250.92,2,0,1,0,0,8,190,0
765.67,14,0,1,0,0,2,754,0
3174.83,7,0,0,0,1,4,881,0
10998.08,0,0,1,1,4,6,413,1
2915.42,9,0,0,1,0,8,969,0
5100.0,17,0,0,0,3,13,276,1
5327.03,6,0,1,0,0,3,301,0
1233.55,17,1,0,0,3,12,381,1
2708.72,9,1,0,0,0,9,618,0
2453.4,19,1,0,0,2,4,576,0
169.28,14,1,0,0,1,4,143,0
156.94,18,1,0,1,0,9,587,0
10701.94,13,0,1,0,0,7,120,0
1923.56,16,0,0,0,0,8,226,0
4389.85,6,0,1,0,0,6,31,0
2139.14,2,1,1,0,0,10,861,1
16958.78,19,0,0,1,3,6,25,1
1810.93,19,0,0,0,0,7,504,0
3379.1,11,0,0,0,0,2,715,0
12378.68,11,0,0,0,0,5,514,0
11078.44,14,0,0,1,0,8,553,0
1245.52,10,0,1,0,0,8,840,0
9746.46,17,0,0,0,0,6,130,0
3687.0,14,0,0,0,2,12,614,1
3967.91,9,0,0,0,1,4,181,0
869.62,5,0,0,1,1,14,450,1
514.21,13,0,0,0,1,11,712,0
7820.38,20,0,1,0,0,1,223,0
4126.57,23,0,1,0,1,4,545,1
3455.26,17,0,0,1,0,8,472,0
7855.08,23,0,0,0,0,6,118,1
8712.13,19,1,0,1,0,4,793,0
1048.33,6,0,0,0,0,6,998,0
5663.12,15,0,0,1,0,9,385,0
882.61,11,1,0,1,0,10,90,1
8360.86,19,0,0,0,0,10,366,0
6429.36,7,0,0,0,0,8,405,0
18835.8,11,0,0,0,1,4,727,0
438.71,10,1,0,0,0,2,868,0
362.48,17,1,0,0,3,4,308,0
1999.28,17,0,0,0,0,5,60,0
1830.48,13,0,0,0,1,10,560,0
1711.97,11,0,0,0,1,11,835,0
14213.03,23,0,1,0,3,5,888,1
1732.46,17,0,0,1,0,12,517,0
1914.31,11,0,0,1,0,2,349,0
